subject_id	Classification	Group	mean_abu_nor
Pt06	Molluscipoxvirus	Post-Tx-offIS-24M	0.00059655637
Pt06	Non-viruses	Pre-Tx	0.1772635993211
Pt06	Non-viruses	Post-Tx-offIS-12M	5.76623194865
Pt06	Non-viruses	Post-Tx-offIS-24M	7.01709540483
Pt06	Papillomaviridae	Pre-Tx	0.137979840515
Pt06	Papillomaviridae	Post-Tx-offIS-12M	0.0348639758
Pt06	Papillomaviridae	Post-Tx-offIS-24M	0.0066925745
Pt06	Polyomaviridae	Pre-Tx	0.0005290015
Pt06	Polyomaviridae	Post-Tx-offIS-12M	0.002146051
Pt06	Polyomaviridae	Post-Tx-offIS-24M	0
Pt06	Poxviridae	Pre-Tx	1.897069e-07
Pt06	Poxviridae	Post-Tx-offIS-12M	0
Pt06	Poxviridae	Post-Tx-offIS-24M	0
Pt16	Alphapolyomavirus	Pre-Tx	0
Pt16	Alphapolyomavirus	Post-Tx-onIS-6M	0
Pt16	Alphapolyomavirus	Post-Tx-offIS-12M	0.0880120128
Pt16	Anelloviridae	Pre-Tx	0
Pt16	Anelloviridae	Post-Tx-onIS-6M	0.0017056751
Pt16	Anelloviridae	Post-Tx-offIS-12M	0
Pt16	Betapapillomavirus	Pre-Tx	0.3993161437
Pt16	Betapapillomavirus	Post-Tx-onIS-6M	0.970087242768
Pt16	Betapapillomavirus	Post-Tx-offIS-12M	0.0093799046
Pt16	Deltapolyomavirus	Pre-Tx	0.0228198307
Pt16	Deltapolyomavirus	Post-Tx-onIS-6M	0.29977389182
Pt16	Deltapolyomavirus	Post-Tx-offIS-12M	0.1088452904
Pt16	Gammapapillomavirus	Pre-Tx	3.4439836085
Pt16	Gammapapillomavirus	Post-Tx-onIS-6M	3.919716172755
Pt16	Gammapapillomavirus	Post-Tx-offIS-12M	0.2337683356
Pt16	Herpesviridae	Pre-Tx	0
Pt16	Herpesviridae	Post-Tx-onIS-6M	0
Pt16	Herpesviridae	Post-Tx-offIS-12M	2.795205e-05
Pt16	Molluscipoxvirus	Pre-Tx	5.48225e-05
Pt16	Molluscipoxvirus	Post-Tx-onIS-6M	5.9678686e-06
Pt16	Molluscipoxvirus	Post-Tx-offIS-12M	0.00147710463
Pt16	Non-viruses	Pre-Tx	3.6585852036
Pt16	Non-viruses	Post-Tx-onIS-6M	1.4290884860684
Pt16	Non-viruses	Post-Tx-offIS-12M	2.91752142117
Pt16	Papillomaviridae	Pre-Tx	0.475240391
Pt16	Papillomaviridae	Post-Tx-onIS-6M	0.85642415845
Pt16	Papillomaviridae	Post-Tx-offIS-12M	4.64009582
Pt16	Polyomaviridae	Pre-Tx	0
Pt16	Polyomaviridae	Post-Tx-onIS-6M	0.52319840517
Pt16	Polyomaviridae	Post-Tx-offIS-12M	0.0007807324
Pt16	Poxviridae	Pre-Tx	0
Pt16	Poxviridae	Post-Tx-onIS-6M	0
Pt16	Poxviridae	Post-Tx-offIS-12M	9.142635e-05
Pt15	Alphapolyomavirus	Pre-Tx	0.000643757807
Pt15	Alphapolyomavirus	Post-Tx-onIS-6M	0.0023137841
Pt15	Alphapolyomavirus	Post-Tx-offIS-12M	0.0005843785
Pt15	Anelloviridae	Pre-Tx	0
Pt15	Anelloviridae	Post-Tx-onIS-6M	0.0004927771
Pt15	Anelloviridae	Post-Tx-offIS-12M	0
Pt15	Betapapillomavirus	Pre-Tx	1.8726968674
Pt15	Betapapillomavirus	Post-Tx-onIS-6M	1.94063344103
Pt15	Betapapillomavirus	Post-Tx-offIS-12M	0.6042157987
Pt15	Deltapolyomavirus	Pre-Tx	1.087136596318
Pt15	Deltapolyomavirus	Post-Tx-onIS-6M	0.0004332111
Pt15	Deltapolyomavirus	Post-Tx-offIS-12M	0
Pt15	Gammapapillomavirus	Pre-Tx	4.79788659353
Pt15	Gammapapillomavirus	Post-Tx-onIS-6M	5.025103570129
Pt15	Gammapapillomavirus	Post-Tx-offIS-12M	1.8111595372
Pt15	Herpesviridae	Pre-Tx	0
Pt15	Herpesviridae	Post-Tx-onIS-6M	0
Pt15	Herpesviridae	Post-Tx-offIS-12M	0
Pt15	Molluscipoxvirus	Pre-Tx	0.0018511053368
Pt15	Molluscipoxvirus	Post-Tx-onIS-6M	0
Pt15	Molluscipoxvirus	Post-Tx-offIS-12M	1.094255e-05
Pt15	Non-viruses	Pre-Tx	0.1829892366082
Pt15	Non-viruses	Post-Tx-onIS-6M	1.026381656667
Pt15	Non-viruses	Post-Tx-offIS-12M	5.57986294245
Pt15	Papillomaviridae	Pre-Tx	0.056795843
Pt15	Papillomaviridae	Post-Tx-onIS-6M	0.004641559874
Pt15	Papillomaviridae	Post-Tx-offIS-12M	0.0041664006
Pt15	Polyomaviridae	Pre-Tx	0
Pt15	Polyomaviridae	Post-Tx-onIS-6M	0
Pt15	Polyomaviridae	Post-Tx-offIS-12M	0
Pt15	Poxviridae	Pre-Tx	0
Pt15	Poxviridae	Post-Tx-onIS-6M	0
Pt15	Poxviridae	Post-Tx-offIS-12M	0
Pt14	Alphapolyomavirus	Pre-Tx	0.091362156
Pt14	Alphapolyomavirus	Post-Tx-offIS-12M	0.9732534082
Pt14	Anelloviridae	Pre-Tx	0
Pt14	Anelloviridae	Post-Tx-offIS-12M	0
Pt14	Betapapillomavirus	Pre-Tx	2.16390794335
Pt14	Betapapillomavirus	Post-Tx-offIS-12M	0.0537927147
Pt14	Deltapolyomavirus	Pre-Tx	0.521498112
Pt14	Deltapolyomavirus	Post-Tx-offIS-12M	0.005990841
Pt14	Gammapapillomavirus	Pre-Tx	2.23597477087
Pt14	Gammapapillomavirus	Post-Tx-offIS-12M	0.45579960047
Pt14	Herpesviridae	Pre-Tx	0.001135829093
Pt14	Herpesviridae	Post-Tx-offIS-12M	0
Pt14	Molluscipoxvirus	Pre-Tx	0.029297223731
Pt14	Molluscipoxvirus	Post-Tx-offIS-12M	0.770423429
Pt14	Non-viruses	Pre-Tx	2.581035946206
Pt14	Non-viruses	Post-Tx-offIS-12M	5.72646813018
Pt14	Papillomaviridae	Pre-Tx	0.37578801875
Pt14	Papillomaviridae	Post-Tx-offIS-12M	0.0141853931
Pt14	Polyomaviridae	Pre-Tx	0
Pt14	Polyomaviridae	Post-Tx-offIS-12M	8.648335e-05
Pt14	Poxviridae	Pre-Tx	0
Pt14	Poxviridae	Post-Tx-offIS-12M	0
Pt18	Alphapolyomavirus	Pre-Tx	0.0008552665
Pt18	Alphapolyomavirus	Post-Tx-onIS-3M	0
Pt18	Alphapolyomavirus	Post-Tx-onIS-6M	0
Pt18	Alphapolyomavirus	Post-Tx-offIS-12M	0.001747666
Pt18	Anelloviridae	Pre-Tx	0
Pt18	Anelloviridae	Post-Tx-onIS-3M	0.0035406446559
Pt18	Anelloviridae	Post-Tx-onIS-6M	0
Pt18	Anelloviridae	Post-Tx-offIS-12M	0.00136129
Pt18	Betapapillomavirus	Pre-Tx	6.7659740862567
Pt18	Betapapillomavirus	Post-Tx-onIS-3M	6.9508191398545
Pt18	Betapapillomavirus	Post-Tx-onIS-6M	1.302044842
Pt18	Betapapillomavirus	Post-Tx-offIS-12M	1.67594381996
Pt18	Deltapolyomavirus	Pre-Tx	0.1180555760493
Pt18	Deltapolyomavirus	Post-Tx-onIS-3M	0.00027017827
Pt18	Deltapolyomavirus	Post-Tx-onIS-6M	0.0067762091
Pt18	Deltapolyomavirus	Post-Tx-offIS-12M	0
Pt18	Gammapapillomavirus	Pre-Tx	1.0793655510172
Pt18	Gammapapillomavirus	Post-Tx-onIS-3M	0.9565329462733
Pt18	Gammapapillomavirus	Post-Tx-onIS-6M	5.63435867258
Pt18	Gammapapillomavirus	Post-Tx-offIS-12M	3.06172588958
Pt18	Herpesviridae	Pre-Tx	0
Pt18	Herpesviridae	Post-Tx-onIS-3M	9.914885e-07
Pt18	Herpesviridae	Post-Tx-onIS-6M	0
Pt18	Herpesviridae	Post-Tx-offIS-12M	5.533799e-05
Pt18	Molluscipoxvirus	Pre-Tx	5.225876e-07
Pt18	Molluscipoxvirus	Post-Tx-onIS-3M	5.11476e-07
Pt18	Molluscipoxvirus	Post-Tx-onIS-6M	0
Pt18	Molluscipoxvirus	Post-Tx-offIS-12M	0.0226175896
Pt18	Non-viruses	Pre-Tx	0.00587404903519995
Pt18	Non-viruses	Post-Tx-onIS-3M	0.0888161679717999
Pt18	Non-viruses	Post-Tx-onIS-6M	1.05526748302
Pt18	Non-viruses	Post-Tx-offIS-12M	3.23250158597
Pt18	Papillomaviridae	Pre-Tx	0.02746063187
Pt18	Papillomaviridae	Post-Tx-onIS-3M	1.942001e-05
Pt18	Papillomaviridae	Post-Tx-onIS-6M	0.0015527933
Pt18	Papillomaviridae	Post-Tx-offIS-12M	0.0040468209
Pt18	Polyomaviridae	Pre-Tx	0.002414316684
Pt18	Polyomaviridae	Post-Tx-onIS-3M	0
Pt18	Polyomaviridae	Post-Tx-onIS-6M	0
Pt18	Polyomaviridae	Post-Tx-offIS-12M	0
Pt18	Poxviridae	Pre-Tx	0
Pt18	Poxviridae	Post-Tx-onIS-3M	0
Pt18	Poxviridae	Post-Tx-onIS-6M	0
Pt18	Poxviridae	Post-Tx-offIS-12M	0
Pt17	Alphapolyomavirus	Pre-Tx	0.0002583608
Pt17	Alphapolyomavirus	Post-Tx-onIS-6M	0
Pt17	Alphapolyomavirus	Post-Tx-offIS-12M	0.0039333007
Pt17	Anelloviridae	Pre-Tx	0.001445153148
Pt17	Anelloviridae	Post-Tx-onIS-6M	0.0177059079
Pt17	Anelloviridae	Post-Tx-offIS-12M	0
Pt17	Betapapillomavirus	Pre-Tx	7.586131135153
Pt17	Betapapillomavirus	Post-Tx-onIS-6M	3.0910570809
Pt17	Betapapillomavirus	Post-Tx-offIS-12M	0.121012969
Pt17	Deltapolyomavirus	Pre-Tx	0.0275090407389
Pt17	Deltapolyomavirus	Post-Tx-onIS-6M	0.724574311
Pt17	Deltapolyomavirus	Post-Tx-offIS-12M	1.03259999
Pt17	Gammapapillomavirus	Pre-Tx	0.3173586478799
Pt17	Gammapapillomavirus	Post-Tx-onIS-6M	3.83262787198
Pt17	Gammapapillomavirus	Post-Tx-offIS-12M	0.4812692562
Pt17	Herpesviridae	Pre-Tx	1.028417516e-05
Pt17	Herpesviridae	Post-Tx-onIS-6M	2.210826e-05
Pt17	Herpesviridae	Post-Tx-offIS-12M	0.00336499372
Pt17	Molluscipoxvirus	Pre-Tx	1.649254e-06
Pt17	Molluscipoxvirus	Post-Tx-onIS-6M	0.006824392663
Pt17	Molluscipoxvirus	Post-Tx-offIS-12M	0.0031850658
Pt17	Non-viruses	Pre-Tx	0.0670715617780399
Pt17	Non-viruses	Post-Tx-onIS-6M	0.327188327297
Pt17	Non-viruses	Post-Tx-offIS-12M	6.35463442458
Pt17	Papillomaviridae	Pre-Tx	8.851505e-05
Pt17	Papillomaviridae	Post-Tx-onIS-6M	0
Pt17	Papillomaviridae	Post-Tx-offIS-12M	0
Pt17	Polyomaviridae	Pre-Tx	0.000125652023
Pt17	Polyomaviridae	Post-Tx-onIS-6M	0
Pt17	Polyomaviridae	Post-Tx-offIS-12M	0
Pt17	Poxviridae	Pre-Tx	0
Pt17	Poxviridae	Post-Tx-onIS-6M	0
Pt17	Poxviridae	Post-Tx-offIS-12M	0
Pt21	Alphapolyomavirus	Pre-Tx	0.04922574049
Pt21	Alphapolyomavirus	Post-Tx-onIS-3M	0.018022956534
Pt21	Alphapolyomavirus	Post-Tx-onIS-6M	0.008379223442
Pt21	Anelloviridae	Pre-Tx	0.1765341136
Pt21	Anelloviridae	Post-Tx-onIS-3M	0.02142552759
Pt21	Anelloviridae	Post-Tx-onIS-6M	0.02172742844
Pt21	Betapapillomavirus	Pre-Tx	0.08676940598
Pt21	Betapapillomavirus	Post-Tx-onIS-3M	0.947387726177
Pt21	Betapapillomavirus	Post-Tx-onIS-6M	1.059280428646
Pt21	Deltapolyomavirus	Pre-Tx	0.0518188262
Pt21	Deltapolyomavirus	Post-Tx-onIS-3M	0.00742735798
Pt21	Deltapolyomavirus	Post-Tx-onIS-6M	0.00867346885
Pt21	Gammapapillomavirus	Pre-Tx	2.54560125439
Pt21	Gammapapillomavirus	Post-Tx-onIS-3M	5.274967243467
Pt21	Gammapapillomavirus	Post-Tx-onIS-6M	5.328243931934
Pt21	Herpesviridae	Pre-Tx	0
Pt21	Herpesviridae	Post-Tx-onIS-3M	2.27494086e-05
Pt21	Herpesviridae	Post-Tx-onIS-6M	0.0001341286166
Pt21	Molluscipoxvirus	Pre-Tx	5.0331908
Pt21	Molluscipoxvirus	Post-Tx-onIS-3M	0.7740941674
Pt21	Molluscipoxvirus	Post-Tx-onIS-6M	0.002458220936
Pt21	Non-viruses	Pre-Tx	0.0565417842390001
Pt21	Non-viruses	Post-Tx-onIS-3M	0.9384550494886
Pt21	Non-viruses	Post-Tx-onIS-6M	1.5696440830544
Pt21	Papillomaviridae	Pre-Tx	0
Pt21	Papillomaviridae	Post-Tx-onIS-3M	0.01814831575
Pt21	Papillomaviridae	Post-Tx-onIS-6M	0.001459086081
Pt21	Polyomaviridae	Pre-Tx	0
Pt21	Polyomaviridae	Post-Tx-onIS-3M	0
Pt21	Polyomaviridae	Post-Tx-onIS-6M	0
Pt21	Poxviridae	Pre-Tx	0.000318075101
Pt21	Poxviridae	Post-Tx-onIS-3M	4.89062048e-05
Pt21	Poxviridae	Post-Tx-onIS-6M	0
Pt24	Alphapolyomavirus	Pre-Tx	0.0021774493
Pt24	Alphapolyomavirus	Post-Tx-onIS-3M	0
Pt24	Alphapolyomavirus	Post-Tx-offIS-24M	0.0004629561
Pt24	Anelloviridae	Pre-Tx	0
Pt24	Anelloviridae	Post-Tx-onIS-3M	0
Pt24	Anelloviridae	Post-Tx-offIS-24M	0
Pt24	Betapapillomavirus	Pre-Tx	1.8983096778
Pt24	Betapapillomavirus	Post-Tx-onIS-3M	0.38337303086
Pt24	Betapapillomavirus	Post-Tx-offIS-24M	0.01505788322
Pt24	Deltapolyomavirus	Pre-Tx	0.003453713
Pt24	Deltapolyomavirus	Post-Tx-onIS-3M	0
Pt24	Deltapolyomavirus	Post-Tx-offIS-24M	0
Pt24	Gammapapillomavirus	Pre-Tx	3.119588236488
Pt24	Gammapapillomavirus	Post-Tx-onIS-3M	3.689649236751
Pt24	Gammapapillomavirus	Post-Tx-offIS-24M	3.05260187453
Pt24	Herpesviridae	Pre-Tx	0
Pt24	Herpesviridae	Post-Tx-onIS-3M	0
Pt24	Herpesviridae	Post-Tx-offIS-24M	0
Pt24	Molluscipoxvirus	Pre-Tx	0.01348155528
Pt24	Molluscipoxvirus	Post-Tx-onIS-3M	0.009916844579
Pt24	Molluscipoxvirus	Post-Tx-offIS-24M	0.0003047166
Pt24	Non-viruses	Pre-Tx	1.053069331563
Pt24	Non-viruses	Post-Tx-onIS-3M	1.146097127176
Pt24	Non-viruses	Post-Tx-offIS-24M	4.92428494839
Pt24	Papillomaviridae	Pre-Tx	1.909920036569
Pt24	Papillomaviridae	Post-Tx-onIS-3M	2.770963760634
Pt24	Papillomaviridae	Post-Tx-offIS-24M	0.00728762116
Pt24	Polyomaviridae	Pre-Tx	0
Pt24	Polyomaviridae	Post-Tx-onIS-3M	0
Pt24	Polyomaviridae	Post-Tx-offIS-24M	0
Pt24	Poxviridae	Pre-Tx	0
Pt24	Poxviridae	Post-Tx-onIS-3M	0
Pt24	Poxviridae	Post-Tx-offIS-24M	0
Pt22	Alphapolyomavirus	Pre-Tx	0.2200157884
Pt22	Alphapolyomavirus	Post-Tx-onIS-1M	0.15642952743
Pt22	Alphapolyomavirus	Post-Tx-onIS-2M	0.002916350181
Pt22	Alphapolyomavirus	Post-Tx-onIS-3M	0.0002583474
Pt22	Anelloviridae	Pre-Tx	0
Pt22	Anelloviridae	Post-Tx-onIS-1M	0
Pt22	Anelloviridae	Post-Tx-onIS-2M	0
Pt22	Anelloviridae	Post-Tx-onIS-3M	0.052620240903
Pt22	Betapapillomavirus	Pre-Tx	4.347669510212
Pt22	Betapapillomavirus	Post-Tx-onIS-1M	3.2323012597021
Pt22	Betapapillomavirus	Post-Tx-onIS-2M	5.2381740034823
Pt22	Betapapillomavirus	Post-Tx-onIS-3M	3.64290037377
Pt22	Deltapolyomavirus	Pre-Tx	0.18902557365
Pt22	Deltapolyomavirus	Post-Tx-onIS-1M	0.618804296351
Pt22	Deltapolyomavirus	Post-Tx-onIS-2M	0.48007793523
Pt22	Deltapolyomavirus	Post-Tx-onIS-3M	0.11753637388
Pt22	Gammapapillomavirus	Pre-Tx	2.1012717379
Pt22	Gammapapillomavirus	Post-Tx-onIS-1M	2.8806697442259
Pt22	Gammapapillomavirus	Post-Tx-onIS-2M	2.2366134185697
Pt22	Gammapapillomavirus	Post-Tx-onIS-3M	4.1378904459918
Pt22	Herpesviridae	Pre-Tx	1.747858e-05
Pt22	Herpesviridae	Post-Tx-onIS-1M	0.04802403662773
Pt22	Herpesviridae	Post-Tx-onIS-2M	7.754598386e-05
Pt22	Herpesviridae	Post-Tx-onIS-3M	0.0310890690006
Pt22	Molluscipoxvirus	Pre-Tx	0.00038776127874
Pt22	Molluscipoxvirus	Post-Tx-onIS-1M	0
Pt22	Molluscipoxvirus	Post-Tx-onIS-2M	4.647339e-07
Pt22	Molluscipoxvirus	Post-Tx-onIS-3M	0
Pt22	Non-viruses	Pre-Tx	0.13694161202726
Pt22	Non-viruses	Post-Tx-onIS-1M	0.01325637919227
Pt22	Non-viruses	Post-Tx-onIS-2M	0.00585135806164017
Pt22	Non-viruses	Post-Tx-onIS-3M	0.00380853357760014
Pt22	Papillomaviridae	Pre-Tx	2.963959e-06
Pt22	Papillomaviridae	Post-Tx-onIS-1M	2.5833366e-05
Pt22	Papillomaviridae	Post-Tx-onIS-2M	3.6933615e-05
Pt22	Papillomaviridae	Post-Tx-onIS-3M	0
Pt22	Polyomaviridae	Pre-Tx	0.004667573993
Pt22	Polyomaviridae	Post-Tx-onIS-1M	0.050488923105
Pt22	Polyomaviridae	Post-Tx-onIS-2M	0.0362519901426
Pt22	Polyomaviridae	Post-Tx-onIS-3M	0.013896615477
Pt22	Poxviridae	Pre-Tx	0
Pt22	Poxviridae	Post-Tx-onIS-1M	0
Pt22	Poxviridae	Post-Tx-onIS-2M	0
Pt22	Poxviridae	Post-Tx-onIS-3M	0
Pt19	Alphapolyomavirus	Pre-Tx	0.01806321809
Pt19	Alphapolyomavirus	Post-Tx-onIS-3M	0.010218548975
Pt19	Alphapolyomavirus	Post-Tx-onIS-6M	1.7203782529
Pt19	Alphapolyomavirus	Post-Tx-offIS-12M	2.6422651643
Pt19	Anelloviridae	Pre-Tx	0.00281697616
Pt19	Anelloviridae	Post-Tx-onIS-3M	8.239149e-06
Pt19	Anelloviridae	Post-Tx-onIS-6M	9.2795379e-05
Pt19	Anelloviridae	Post-Tx-offIS-12M	0
Pt19	Betapapillomavirus	Pre-Tx	1.94912669556
Pt19	Betapapillomavirus	Post-Tx-onIS-3M	5.023644180656
Pt19	Betapapillomavirus	Post-Tx-onIS-6M	4.14777265187
Pt19	Betapapillomavirus	Post-Tx-offIS-12M	1.6673320031
Pt19	Deltapolyomavirus	Pre-Tx	0.14654623937
Pt19	Deltapolyomavirus	Post-Tx-onIS-3M	0.0166811797792
Pt19	Deltapolyomavirus	Post-Tx-onIS-6M	0.00381859313
Pt19	Deltapolyomavirus	Post-Tx-offIS-12M	0.01214549453
Pt19	Gammapapillomavirus	Pre-Tx	5.731967787217
Pt19	Gammapapillomavirus	Post-Tx-onIS-3M	0.2135206016118
Pt19	Gammapapillomavirus	Post-Tx-onIS-6M	0.59311042532
Pt19	Gammapapillomavirus	Post-Tx-offIS-12M	1.63827687893
Pt19	Herpesviridae	Pre-Tx	6.080671e-07
Pt19	Herpesviridae	Post-Tx-onIS-3M	2.0225081e-07
Pt19	Herpesviridae	Post-Tx-onIS-6M	2.747738e-06
Pt19	Herpesviridae	Post-Tx-offIS-12M	0
Pt19	Molluscipoxvirus	Pre-Tx	0
Pt19	Molluscipoxvirus	Post-Tx-onIS-3M	8.248602e-08
Pt19	Molluscipoxvirus	Post-Tx-onIS-6M	6.0418787e-06
Pt19	Molluscipoxvirus	Post-Tx-offIS-12M	2.95072e-06
Pt19	Non-viruses	Pre-Tx	0.00778328969589992
Pt19	Non-viruses	Post-Tx-onIS-3M	0.00249749945916999
Pt19	Non-viruses	Post-Tx-onIS-6M	0.3825001572533
Pt19	Non-viruses	Post-Tx-offIS-12M	1.33243975232
Pt19	Papillomaviridae	Pre-Tx	0.14369518584
Pt19	Papillomaviridae	Post-Tx-onIS-3M	0.733429465633
Pt19	Papillomaviridae	Post-Tx-onIS-6M	1.1523108442
Pt19	Papillomaviridae	Post-Tx-offIS-12M	0.7074106319
Pt19	Polyomaviridae	Pre-Tx	0
Pt19	Polyomaviridae	Post-Tx-onIS-3M	0
Pt19	Polyomaviridae	Post-Tx-onIS-6M	7.490331e-06
Pt19	Polyomaviridae	Post-Tx-offIS-12M	0.0001271242
Pt19	Poxviridae	Pre-Tx	0
Pt19	Poxviridae	Post-Tx-onIS-3M	0
Pt19	Poxviridae	Post-Tx-onIS-6M	0
Pt19	Poxviridae	Post-Tx-offIS-12M	0
Pt20	Alphapolyomavirus	Pre-Tx	0
Pt20	Alphapolyomavirus	Post-Tx-onIS-1M	0
Pt20	Alphapolyomavirus	Post-Tx-onIS-2M	0
Pt20	Alphapolyomavirus	Post-Tx-onIS-3M	0
Pt20	Alphapolyomavirus	Post-Tx-onIS-6M	0
Pt20	Alphapolyomavirus	Post-Tx-offIS-12M	0.0004840727
Pt20	Anelloviridae	Pre-Tx	0
Pt20	Anelloviridae	Post-Tx-onIS-1M	0
Pt20	Anelloviridae	Post-Tx-onIS-2M	0.0012790613
Pt20	Anelloviridae	Post-Tx-onIS-3M	0.00078159363
Pt20	Anelloviridae	Post-Tx-onIS-6M	0
Pt20	Anelloviridae	Post-Tx-offIS-12M	0
Pt20	Betapapillomavirus	Pre-Tx	0.22709689118
Pt20	Betapapillomavirus	Post-Tx-onIS-1M	0.91856341216
Pt20	Betapapillomavirus	Post-Tx-onIS-2M	0.379881726488
Pt20	Betapapillomavirus	Post-Tx-onIS-3M	0.28422644572
Pt20	Betapapillomavirus	Post-Tx-onIS-6M	4.11138532385
Pt20	Betapapillomavirus	Post-Tx-offIS-12M	0.551404336873
Pt20	Deltapolyomavirus	Pre-Tx	0.92383636208
Pt20	Deltapolyomavirus	Post-Tx-onIS-1M	2.4320567665
Pt20	Deltapolyomavirus	Post-Tx-onIS-2M	0.521897672297
Pt20	Deltapolyomavirus	Post-Tx-onIS-3M	0.59207691154
Pt20	Deltapolyomavirus	Post-Tx-onIS-6M	0.00023516986
Pt20	Deltapolyomavirus	Post-Tx-offIS-12M	0
Pt20	Gammapapillomavirus	Pre-Tx	1.72964621516
Pt20	Gammapapillomavirus	Post-Tx-onIS-1M	1.99530582233
Pt20	Gammapapillomavirus	Post-Tx-onIS-2M	6.174515008907
Pt20	Gammapapillomavirus	Post-Tx-onIS-3M	6.42112227617
Pt20	Gammapapillomavirus	Post-Tx-onIS-6M	2.678024347674
Pt20	Gammapapillomavirus	Post-Tx-offIS-12M	3.08724812863
Pt20	Herpesviridae	Pre-Tx	0
Pt20	Herpesviridae	Post-Tx-onIS-1M	0
Pt20	Herpesviridae	Post-Tx-onIS-2M	0
Pt20	Herpesviridae	Post-Tx-onIS-3M	0
Pt20	Herpesviridae	Post-Tx-onIS-6M	0
Pt20	Herpesviridae	Post-Tx-offIS-12M	0
Pt20	Molluscipoxvirus	Pre-Tx	5.0743378
Pt20	Molluscipoxvirus	Post-Tx-onIS-1M	1.644500747
Pt20	Molluscipoxvirus	Post-Tx-onIS-2M	0.7656961983
Pt20	Molluscipoxvirus	Post-Tx-onIS-3M	0.4410000346
Pt20	Molluscipoxvirus	Post-Tx-onIS-6M	0.02351403053
Pt20	Molluscipoxvirus	Post-Tx-offIS-12M	0.12080761279
Pt20	Non-viruses	Pre-Tx	0.0445920626220001
Pt20	Non-viruses	Post-Tx-onIS-1M	0.00578982409900008
Pt20	Non-viruses	Post-Tx-onIS-2M	0.149710564336
Pt20	Non-viruses	Post-Tx-onIS-3M	0.2604656188617
Pt20	Non-viruses	Post-Tx-onIS-6M	1.1864916639761
Pt20	Non-viruses	Post-Tx-offIS-12M	4.198010430607
Pt20	Papillomaviridae	Pre-Tx	0
Pt20	Papillomaviridae	Post-Tx-onIS-1M	0
Pt20	Papillomaviridae	Post-Tx-onIS-2M	1.803258e-05
Pt20	Papillomaviridae	Post-Tx-onIS-3M	1.391695e-05
Pt20	Papillomaviridae	Post-Tx-onIS-6M	0.0003492133
Pt20	Papillomaviridae	Post-Tx-offIS-12M	0.0420454184
Pt20	Polyomaviridae	Pre-Tx	0.0001984231
Pt20	Polyomaviridae	Post-Tx-onIS-1M	0.00369285854
Pt20	Polyomaviridae	Post-Tx-onIS-2M	0.00696015922
Pt20	Polyomaviridae	Post-Tx-onIS-3M	0.0002833342
Pt20	Polyomaviridae	Post-Tx-onIS-6M	0
Pt20	Polyomaviridae	Post-Tx-offIS-12M	0
Pt20	Poxviridae	Pre-Tx	0.000292245858
Pt20	Poxviridae	Post-Tx-onIS-1M	9.0569371e-05
Pt20	Poxviridae	Post-Tx-onIS-2M	4.1576572e-05
Pt20	Poxviridae	Post-Tx-onIS-3M	2.98683283e-05
Pt20	Poxviridae	Post-Tx-onIS-6M	2.508099e-07
Pt20	Poxviridae	Post-Tx-offIS-12M	0
Pt23	Alphapolyomavirus	Pre-Tx	0.27275594129
Pt23	Alphapolyomavirus	Post-Tx-onIS-1M	0.011620077147
Pt23	Alphapolyomavirus	Post-Tx-onIS-2M	0.002901800936
Pt23	Alphapolyomavirus	Post-Tx-onIS-3M	0.05085861218
Pt23	Anelloviridae	Pre-Tx	0.041034444851
Pt23	Anelloviridae	Post-Tx-onIS-1M	0.003457074603
Pt23	Anelloviridae	Post-Tx-onIS-2M	0.000787473559
Pt23	Anelloviridae	Post-Tx-onIS-3M	0
Pt23	Betapapillomavirus	Pre-Tx	0.63136892413
Pt23	Betapapillomavirus	Post-Tx-onIS-1M	1.11355960906
Pt23	Betapapillomavirus	Post-Tx-onIS-2M	0.4438287879774
Pt23	Betapapillomavirus	Post-Tx-onIS-3M	0.23165358722
Pt23	Deltapolyomavirus	Pre-Tx	0.12713246121
Pt23	Deltapolyomavirus	Post-Tx-onIS-1M	0.36958065465
Pt23	Deltapolyomavirus	Post-Tx-onIS-2M	0.081736639975
Pt23	Deltapolyomavirus	Post-Tx-onIS-3M	0.02104077499
Pt23	Gammapapillomavirus	Pre-Tx	6.834260492854
Pt23	Gammapapillomavirus	Post-Tx-onIS-1M	6.413897546777
Pt23	Gammapapillomavirus	Post-Tx-onIS-2M	7.305973037796
Pt23	Gammapapillomavirus	Post-Tx-onIS-3M	7.300342597908
Pt23	Herpesviridae	Pre-Tx	0
Pt23	Herpesviridae	Post-Tx-onIS-1M	0
Pt23	Herpesviridae	Post-Tx-onIS-2M	0
Pt23	Herpesviridae	Post-Tx-onIS-3M	0.0049485527992
Pt23	Molluscipoxvirus	Pre-Tx	0
Pt23	Molluscipoxvirus	Post-Tx-onIS-1M	0
Pt23	Molluscipoxvirus	Post-Tx-onIS-2M	5.300352e-07
Pt23	Molluscipoxvirus	Post-Tx-onIS-3M	0
Pt23	Non-viruses	Pre-Tx	0.0821639754571002
Pt23	Non-viruses	Post-Tx-onIS-1M	0.0488844729962998
Pt23	Non-viruses	Post-Tx-onIS-2M	0.1129785588944
Pt23	Non-viruses	Post-Tx-onIS-3M	0.1667638193428
Pt23	Papillomaviridae	Pre-Tx	0.0112837602079
Pt23	Papillomaviridae	Post-Tx-onIS-1M	0.0320978556967
